(-38.5, -424.4, -111.3)
(-40.3, -421.9, -109.9)
(-40.9, -421.6, -109.4)
(-38.5, -424.4, -111.3)
(-40.3, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-38.4, -424.4, -111.4)
(-40.3, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-38.4, -424.4, -111.3)
(-40.3, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-37.5, -426.1, -111.4)
(-40.3, -421.9, -110.0)
(-38.5, -424.4, -111.3)
(-37.5, -426.1, -111.4)
(-40.3, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-40.3, -421.9, -109.9)
(-40.9, -421.6, -109.4)
(-38.5, -424.4, -111.3)
(-40.4, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-38.4, -424.4, -111.4)
(-40.4, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-38.4, -424.4, -111.3)
(-40.4, -421.9, -110.0)
(-38.5, -424.4, -111.3)
(-37.6, -426.1, -111.5)
(-40.4, -421.9, -110.0)
(-38.5, -424.4, -111.3)
(-37.5, -426.1, -111.4)
(-40.4, -421.9, -110.0)
(-38.5, -424.4, -111.3)
(-40.4, -421.9, -109.9)
(-41.0, -421.6, -109.4)
(-38.5, -424.4, -111.3)
(-40.3, -421.9, -109.9)
(-40.9, -421.6, -109.4)
(-38.5, -424.4, -111.3)
(-40.3, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-38.4, -424.4, -111.3)
(-40.3, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-38.4, -424.4, -111.3)
(-40.4, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-37.6, -426.1, -111.5)
(-40.4, -421.9, -110.0)
(-38.5, -424.4, -111.3)
(-37.5, -426.1, -111.4)
(-40.4, -421.9, -110.0)
(-38.5, -424.4, -111.3)
(-40.3, -421.9, -109.9)
(-41.0, -421.6, -109.5)
(-38.5, -424.4, -111.3)
(-40.3, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-38.4, -424.4, -111.3)
(-40.3, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-38.4, -424.4, -111.4)
(-40.3, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-37.5, -426.1, -111.4)
(-40.3, -421.9, -110.0)
(-38.5, -424.4, -111.3)
(-37.5, -426.1, -111.4)
(-40.4, -421.9, -110.0)
(-38.5, -424.4, -111.3)
(-40.3, -421.9, -109.9)
(-40.9, -421.6, -109.5)
(-38.5, -424.4, -111.3)
(-40.4, -421.9, -110.0)
(-41.0, -421.6, -109.5)
(-38.5, -424.4, -111.3)
(-40.3, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-38.4, -424.4, -111.4)
(-40.3, -421.9, -109.9)
(-38.5, -424.4, -111.3)
(-38.4, -424.4, -111.3)
(-40.3, -421.9, -109.9)
