(-40.0, -425.3, -110.5)
(-41.3, -424.3, -110.5)
(-40.0, -425.3, -110.5)
(-40.0, -425.3, -110.6)
(-41.3, -424.3, -110.5)
(-40.0, -425.3, -110.5)
(-40.0, -425.3, -110.6)
(-41.3, -424.3, -110.5)
(-40.0, -425.2, -110.5)
(-39.1, -426.9, -110.8)
(-41.3, -424.3, -110.6)
(-40.0, -425.3, -110.5)
(-39.1, -426.9, -110.8)
(-41.3, -424.3, -110.6)
(-40.0, -425.3, -110.5)
(-41.3, -424.3, -110.5)
(-41.7, -424.6, -110.2)
(-40.0, -425.2, -110.5)
(-41.3, -424.3, -110.5)
(-41.8, -424.6, -110.2)
(-40.0, -425.2, -110.5)
(-41.4, -424.3, -110.6)
(-40.0, -425.2, -110.5)
(-40.0, -425.3, -110.5)
(-41.3, -424.3, -110.5)
(-40.0, -425.2, -110.5)
(-40.0, -425.3, -110.6)
(-41.3, -424.3, -110.5)
(-40.0, -425.2, -110.5)
(-39.2, -426.8, -110.8)
(-41.3, -424.3, -110.6)
(-40.0, -425.2, -110.5)
(-41.3, -424.3, -110.5)
(-41.7, -424.6, -110.2)
(-40.0, -425.2, -110.5)
(-41.3, -424.3, -110.5)
(-41.7, -424.6, -110.2)
(-40.0, -425.3, -110.5)
(-41.3, -424.3, -110.5)
(-40.0, -425.2, -110.5)
(-40.0, -425.3, -110.6)
(-41.3, -424.3, -110.5)
(-40.0, -425.2, -110.5)
(-40.0, -425.3, -110.6)
(-41.3, -424.3, -110.5)
(-40.0, -425.2, -110.5)
(-39.2, -426.8, -110.8)
(-41.4, -424.3, -110.6)
(-40.0, -425.2, -110.5)
(-39.2, -426.8, -110.8)
(-41.3, -424.3, -110.6)
(-40.0, -425.3, -110.5)
(-41.3, -424.3, -110.5)
(-41.7, -424.6, -110.2)
(-40.0, -425.2, -110.5)
(-41.3, -424.3, -110.5)
(-41.7, -424.6, -110.2)
(-40.0, -425.2, -110.5)
(-41.3, -424.3, -110.5)
(-40.0, -425.3, -110.5)
(-40.0, -425.3, -110.6)
(-41.3, -424.3, -110.5)
(-40.0, -425.3, -110.5)
(-40.0, -425.3, -110.6)
(-41.3, -424.3, -110.5)
(-40.0, -425.3, -110.5)
(-39.1, -426.9, -110.8)
(-41.4, -424.3, -110.6)
(-40.0, -425.2, -110.5)
(-41.3, -424.3, -110.5)
(-41.8, -424.6, -110.2)
(-40.0, -425.2, -110.5)
(-41.3, -424.3, -110.5)
(-41.7, -424.7, -110.2)
(-40.0, -425.2, -110.5)
(-41.3, -424.3, -110.5)
(-40.0, -425.2, -110.5)
(-40.0, -425.3, -110.6)
(-41.3, -424.3, -110.5)
(-40.0, -425.2, -110.5)
(-40.0, -425.3, -110.6)
(-41.3, -424.3, -110.5)
(-40.0, -425.2, -110.5)
(-39.2, -426.8, -110.8)
(-41.3, -424.3, -110.6)
(-40.0, -425.3, -110.5)
(-39.1, -426.9, -110.8)
(-41.3, -424.3, -110.6)
(-40.0, -425.2, -110.5)
(-41.3, -424.3, -110.5)
(-41.7, -424.6, -110.2)
(-40.0, -425.2, -110.5)
(-41.3, -424.3, -110.5)
(-41.7, -424.7, -110.2)
(-40.0, -425.3, -110.5)
(-41.3, -424.3, -110.5)
(-40.0, -425.2, -110.5)
(-40.0, -425.3, -110.6)
(-41.3, -424.3, -110.5)
(-40.0, -425.2, -110.5)
(-40.0, -425.3, -110.6)
(-41.3, -424.3, -110.5)
(-40.0, -425.3, -110.5)
(-39.1, -426.9, -110.8)
