(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.4, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.4, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.3, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.3, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.4)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.4, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.3, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.3, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.4, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.4, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-40.1, -438.7, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.4, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.3, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.3, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.3, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.3, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.3, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-40.1, -438.6, -114.0)
(-41.2, -439.2, -113.4)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-41.3, -439.2, -113.3)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
(-40.2, -441.0, -113.5)
(-40.8, -438.0, -113.6)
(-41.2, -439.2, -113.3)
