(-45.6, -440.4, -102.0)
(-44.5, -440.1, -101.4)
(-44.8, -440.3, -101.7)
(-45.1, -440.4, -101.8)
(-44.5, -440.2, -101.4)
(-45.3, -440.3, -101.8)
(-45.0, -440.4, -101.7)
(-44.7, -440.1, -101.5)
(-45.2, -440.4, -101.8)
(-44.8, -440.3, -101.6)
(-44.8, -440.2, -101.6)
(-45.2, -440.4, -101.8)
(-45.2, -440.4, -101.8)
(-44.6, -440.2, -101.5)
(-45.4, -440.5, -102.0)
(-44.6, -440.2, -101.5)
(-45.0, -440.3, -101.8)
(-45.5, -440.5, -102.0)
(-44.7, -440.2, -101.5)
(-44.6, -440.2, -101.6)
(-45.6, -440.5, -102.1)
(-44.6, -440.2, -101.5)
(-45.0, -440.3, -101.8)
(-45.6, -440.5, -102.1)
(-44.6, -440.2, -101.5)
(-45.2, -440.4, -101.8)
(-45.3, -440.5, -101.9)
(-44.8, -440.3, -101.6)
(-45.2, -440.5, -101.9)
(-44.9, -440.3, -101.6)
(-45.0, -440.3, -101.7)
(-45.3, -440.5, -101.9)
(-45.0, -440.3, -101.7)
(-44.9, -440.3, -101.7)
(-45.3, -440.5, -102.0)
(-44.7, -440.2, -101.5)
(-44.8, -440.3, -101.6)
(-45.3, -440.5, -101.9)
(-44.9, -440.3, -101.7)
(-45.0, -440.3, -101.7)
(-45.2, -440.4, -101.8)
(-44.7, -440.2, -101.6)
(-45.0, -440.4, -101.8)
(-44.9, -440.3, -101.6)
(-44.6, -440.1, -101.4)
(-45.2, -440.4, -101.9)
(-45.0, -440.3, -101.7)
(-44.9, -440.3, -101.7)
(-45.3, -440.5, -101.9)
(-44.8, -440.2, -101.6)
(-44.7, -440.2, -101.5)
(-45.3, -440.5, -101.9)
(-44.8, -440.2, -101.6)
(-44.7, -440.2, -101.5)
(-45.4, -440.5, -101.9)
(-44.7, -440.2, -101.5)
(-44.8, -440.3, -101.7)
(-45.2, -440.4, -101.8)
(-44.6, -440.2, -101.5)
(-45.0, -440.3, -101.8)
(-45.2, -440.5, -101.9)
(-44.6, -440.2, -101.5)
(-45.1, -440.4, -101.8)
(-44.9, -440.3, -101.7)
(-44.6, -440.1, -101.4)
(-45.2, -440.4, -101.8)
(-45.0, -440.3, -101.7)
(-44.7, -440.2, -101.6)
(-45.3, -440.5, -101.9)
(-44.8, -440.2, -101.6)
(-44.8, -440.2, -101.6)
(-45.2, -440.5, -101.9)
(-44.7, -440.2, -101.6)
(-44.8, -440.2, -101.6)
(-45.6, -440.5, -102.0)
(-44.6, -440.2, -101.5)
(-44.9, -440.3, -101.7)
(-45.3, -440.5, -101.9)
(-44.6, -440.2, -101.4)
(-45.3, -440.3, -101.9)
(-45.1, -440.5, -101.8)
(-44.8, -440.2, -101.6)
(-45.3, -440.4, -101.9)
(-45.3, -440.5, -101.9)
(-44.8, -440.2, -101.6)
(-45.2, -440.5, -101.8)
(-44.9, -440.3, -101.6)
(-44.7, -440.2, -101.5)
(-45.4, -440.5, -102.0)
(-44.9, -440.3, -101.7)
(-44.8, -440.2, -101.6)
(-45.4, -440.5, -101.9)
(-44.6, -440.2, -101.5)
(-44.7, -440.2, -101.6)
(-45.5, -440.5, -102.0)
(-44.7, -440.2, -101.5)
(-45.1, -440.3, -101.8)
(-45.2, -440.5, -101.8)
(-44.7, -440.2, -101.5)
(-45.2, -440.4, -101.8)
(-45.2, -440.5, -101.8)
(-45.0, -440.3, -101.7)
(-45.3, -440.5, -101.9)
(-45.1, -440.4, -101.7)
(-44.8, -440.2, -101.6)
(-45.2, -440.4, -101.8)
(-44.9, -440.3, -101.7)
(-44.9, -440.3, -101.6)
(-45.3, -440.5, -101.9)
(-44.9, -440.3, -101.7)
(-44.7, -440.2, -101.5)
(-45.5, -440.5, -102.0)
(-44.7, -440.2, -101.6)
(-45.0, -440.3, -101.7)
(-45.2, -440.4, -101.8)
(-44.9, -440.3, -101.7)
(-45.3, -440.3, -101.9)
(-45.0, -440.4, -101.7)
(-44.4, -440.1, -101.4)
(-45.3, -440.4, -101.9)
(-44.7, -440.2, -101.5)
(-44.7, -440.2, -101.5)
(-45.3, -440.5, -101.9)
(-44.8, -440.2, -101.6)
(-44.7, -440.2, -101.5)
(-45.4, -440.5, -102.0)
(-44.7, -440.2, -101.5)
(-44.8, -440.3, -101.6)
(-45.5, -440.5, -101.9)
(-44.7, -440.2, -101.6)
(-44.8, -440.3, -101.7)
(-45.6, -440.5, -102.0)
(-44.6, -440.2, -101.5)
(-45.0, -440.3, -101.7)
(-45.1, -440.4, -101.8)
(-44.7, -440.2, -101.5)
(-45.2, -440.4, -101.8)
(-45.0, -440.4, -101.7)
(-44.8, -440.2, -101.6)
(-45.1, -440.4, -101.8)
(-44.9, -440.3, -101.6)
(-44.7, -440.2, -101.5)
(-45.2, -440.5, -101.9)
(-44.8, -440.2, -101.5)
(-44.7, -440.2, -101.5)
(-45.6, -440.5, -102.1)
(-44.6, -440.1, -101.5)
(-44.7, -440.2, -101.5)
(-45.5, -440.4, -102.0)
(-44.7, -440.2, -101.5)
(-44.9, -440.3, -101.7)
(-45.4, -440.5, -102.0)
(-44.8, -440.2, -101.6)
(-45.1, -440.4, -101.8)
(-45.0, -440.4, -101.7)
(-44.7, -440.1, -101.5)
(-45.2, -440.4, -101.8)
(-44.9, -440.3, -101.6)
(-44.9, -440.2, -101.7)
(-45.2, -440.5, -101.8)
(-44.7, -440.2, -101.5)
(-44.9, -440.2, -101.6)
(-45.4, -440.5, -102.0)
(-44.9, -440.3, -101.
