(-43.4, -450.3, -109.3)
(-42.9, -450.1, -109.1)
(-43.3, -450.2, -109.3)
(-43.1, -450.2, -109.2)
(-43.0, -450.1, -109.1)
(-43.3, -450.2, -109.2)
(-43.3, -450.3, -109.3)
(-43.1, -450.2, -109.2)
(-43.3, -450.3, -109.3)
(-43.0, -450.1, -109.1)
(-42.9, -450.1, -109.1)
(-43.4, -450.4, -109.4)
(-42.9, -450.0, -109.0)
(-42.9, -450.1, -109.1)
(-43.6, -450.4, -109.4)
(-42.8, -450.1, -109.0)
(-42.8, -450.1, -109.1)
(-43.2, -450.2, -109.2)
(-42.9, -450.1, -109.1)
(-43.1, -450.2, -109.2)
(-43.1, -450.2, -109.2)
(-42.8, -450.1, -109.0)
(-43.2, -450.2, -109.3)
(-42.9, -450.1, -109.0)
(-43.0, -450.1, -109.1)
(-43.2, -450.2, -109.2)
(-42.9, -450.1, -109.0)
(-43.0, -450.1, -109.1)
(-43.3, -450.4, -109.3)
(-42.7, -450.0, -108.9)
(-43.0, -450.2, -109.2)
(-43.2, -450.3, -109.2)
(-42.8, -450.0, -109.0)
(-43.0, -450.2, -109.1)
(-43.2, -450.3, -109.2)
(-42.5, -449.9, -108.8)
(-43.0, -450.2, -109.2)
(-43.0, -450.2, -109.1)
(-43.0, -450.1, -109.1)
(-43.2, -450.2, -109.2)
(-42.9, -450.1, -109.0)
(-42.7, -450.0, -108.9)
(-43.2, -450.2, -109.3)
(-42.9, -450.1, -109.0)
(-42.8, -450.0, -109.0)
(-43.2, -450.3, -109.3)
(-42.8, -450.1, -109.0)
(-42.5, -450.0, -108.8)
(-43.4, -450.4, -109.4)
(-42.7, -450.0, -109.0)
(-42.8, -450.1, -109.0)
(-43.6, -450.3, -109.4)
(-42.9, -450.1, -109.1)
(-42.8, -450.1, -109.1)
(-43.5, -450.4, -109.4)
(-42.9, -450.1, -109.0)
(-43.1, -450.2, -109.2)
(-43.1, -450.3, -109.2)
(-43.0, -450.1, -109.1)
(-43.3, -450.2, -109.3)
(-43.1, -450.3, -109.2)
(-42.7, -450.0, -108.9)
(-43.2, -450.3, -109.3)
(-42.9, -450.2, -109.1)
(-43.0, -450.2, -109.2)
(-43.4, -450.4, -109.4)
(-43.0, -450.1, -109.1)
(-42.8, -450.1, -109.0)
(-43.6, -450.3, -109.5)
(-42.7, -450.1, -109.0)
(-42.7, -450.1, -109.0)
(-43.3, -450.3, -109.3)
(-42.8, -450.1, -109.0)
(-43.0, -450.2, -109.2)
(-43.4, -450.3, -109.4)
(-42.8, -450.1, -109.0)
(-43.3, -450.2, -109.3)
(-43.2, -450.3, -109.3)
(-43.1, -450.2, -109.2)
(-43.3, -450.2, -109.3)
(-43.1, -450.2, -109.1)
(-43.0, -450.1, -109.1)
(-43.4, -450.3, -109.3)
(-42.9, -450.1, -109.0)
(-43.1, -450.2, -109.2)
(-43.2, -450.3, -109.3)
(-43.0, -450.1, -109.2)
(-42.8, -450.1, -109.0)
(-43.4, -450.3, -109.3)
(-43.0, -450.2, -109.2)
(-42.8, -450.1, -109.1)
(-43.1, -450.2, -109.2)
(-42.9, -450.1, -109.1)
(-43.1, -450.2, -109.2)
(-43.1, -450.3, -109.2)
(-42.9, -450.1, -109.0)
(-43.3, -450.2, -109.3)
(-42.9, -450.1, -109.0)
(-42.8, -450.0, -109.0)
(-43.2, -450.3, -109.2)
(-42.9, -450.1, -109.0)
(-43.1, -450.2, -109.2)
(-43.4, -450.3, -109.4)
(-42.6, -450.0, -108.9)
(-43.0, -450.2, -109.1)
(-43.3, -450.3, -109.3)
(-42.6, -450.0, -108.9)
(-42.8, -450.1, -109.0)
(-43.2, -450.2, -109.2)
(-42.8, -450.0, -109.0)
(-43.0, -450.2, -109.1)
(-43.2, -450.3, -109.3)
(-42.7, -450.0, -109.0)
(-43.2, -450.2, -109.2)
(-43.0, -450.2, -109.1)
(-43.0, -450.1, -109.1)
(-43.2, -450.2, -109.2)
(-42.8, -450.1, -109.0)
(-42.8, -450.1, -109.0)
(-43.3, -450.3, -109.3)
(-42.9, -450.1, -109.0)
(-42.8, -450.1, -109.0)
(-43.4, -450.3, -109.4)
(-42.7, -450.0, -108.9)
(-42.8, -450.1, -109.0)
(-43.5, -450.3, -109.4)
(-42.7, -450.0, -109.0)
(-42.8, -450.1, -109.1)
(-43.4, -450.3, -109.3)
(-42.8, -450.0, -109.0)
(-43.1, -450.2, -109.2)
(-43.1, -450.2, -109.2)
(-43.0, -450.1, -109.1)
(-43.3, -450.2, -109.3)
(-43.2, -450.3, -109.3)
(-42.7, -450.0, -108.9)
(-43.3, -450.3, -109.3)
(-42.9, -450.1, -109.0)
(-42.9, -450.1, -109.1)
(-43.4, -450.3, -109.4)
(-43.0, -450.1, -109.1)
(-42.8, -450.1, -109.0)
(-43.6, -450.4, -109.5)
(-42.9, -450.1, -109.1)
(-42.7, -450.0, -109.0)
(-43.3, -450.3, -109.3)
(-42.8, -450.1, -109.0)
(-42.9, -450.2, -109.2)
(-43.3, -450.3, -109.3)
(-42.8, -450.0, -109.0)
(-43.4, -450.1, -109.3)
(-43.1, -450.3, -109.2)
(-43.2, -450.2, -109.3)
(-43.3, -450.3, -109.3)
(-43.1, -450.2, -109.2)
(-42.8, -450.0, -109.0)
(-43.3, -450.3, -109.3)
(-43.0, -450.2, -109.1)
(-43.0, -450.2, -109.1)
(-43.2, -450.3, -109.2)
(-42.9, -450.0, -109.0)
(-42.9, -450.1, -109.0)
(-43.4, -450.3, -109.3)
(-43.3, -450.3, -109.4)
(-42.7, -450.1, -109.1)
(-43.3, -450.3, -109.3)
(-42.8, -450.1, -109.0)
(-43.1, -450.2, -109.2)
(-43.2, -450.3, -109.3)
(-43.0, -450.1, -109.1)
(-43.3, -450.2, -109.3)
(-43.1, -450.2, -109.2)
(-42.7, -450.0, -108.9)
(-43.2, -450.2, -109.3)
(-42.6, -450.0, -108.9)
(-43.2, -450.2, -109.3)
(-43.3, -450.3, -109.3)
(-42.8, -450.1, -109.0)
(-43.0, -450.1, -109.1)
(-43.4, -450.3, -109.3)
(-42.9, -450.1, -109.1)
(-43.1, -450.2, -109.2)
(-43.4, -450.3, -109.4)
(-42.7, -450.0, -108.9)
(-43.0, -450.2, -109.2)
(-43.0, -450.2, -109.2)
(-42.8, -450.1, -109.0)
(-43.2, -450.2, -109.2)
(-42.9, -450.1, -109.1)
(-42.8, -450.0, -109.0)
(-43.2, -450.2, -109.3)
(-42.8, -450.1, -109.0)
(-42.8, -450.0, -109.0)
(-43.2, -450.3, -109.3)
(-42.8, -450.0, -108.9)
(-42.8, -450.1, -109.0)
(-43.4, -450.3, -109.4)
(-42.6, -450.0, -108.9)
(-42.8, -450.1, -109.0)
(-43.5, -450.3, -109.4)
(-42.7, -450.0, -109.0)
(-42.8, -450.1, -109.1)
(-43.3, -450.3, -109.3)
(-42.7, -450.0, -108.9)
(-43.1, -450.2, -109.2)
(-43.2, -450.3, -109.2)
(-42.8, -450.1, -109.0)
(-43.3, -450.2, -109.3)
(-43.0, -450.2, -109.1)
(-42.7, -450.0, -108.9)
(-43.2, -450.3, -109.3)
(-43.1, -450.2, -109.2)
(-42.4, -449.9, -108.7)
(-43.4, -450.3, -109.4)
(-42.8, -450.1, -109.0)
(-42.8, -450.1, -109.0)
(-43.5, -450.3, -109.4)
(-42.9, -450.1, -109.1)
(-42.7, -450.0, -108.9)
(-43.6, -450.3, -109.5)
(-42.5, -449.9, -108.8)
(-43.0, -450.2, -109.2)
(-43.3, -450.3, -109.3)
(-42.8, -450.0, -109.0)
(-43.4, -450.1, -109.3)
(-43.3, -450.4, -109.3)
(-42.8, -450.1, -109.0)
(-43.3, -450.2, -109.3)
(-43.0, -450.2, -109.1)
(-42.9, -450.1, -109.1)
(-43.2, -450.3, -109.3)
(-43.0, -450.1, -109.1)
(-43.0, -450.2, -109.1)
(-43.4, -450.3, -109.4)
(-43.0, -450.1, -109.1)
(-42.8, -450.1, -109.0)
(-43.3, -450.3, -109.3)
(-42.9, -450.1, -109.1)
(-42.9, -450.1, -109.1)
(-43.2, -450.2, -109.2)
(-42.8, -450.1, -109.0)
(-43.1, -450.2, -109.2)
(-43.1, -450.2, -109.2)
(-43.1, -450.1, -109.1)
(-43.3, -450.2, -109.3)
(-43.0, -450.2, -109.1)
(-43.2, -450.2, -109.3)
(-43.2, -450.3, -109.3)
(-42.7, -450.1, -108.9)
(-43.2, -450.2, -109.3)
(-43.3, -450.3, -109.3)
(-42.8, -450.1, -109.0)
(-42.8, -450.1, -109.0)
(-43.4, -450.3, -109.3)
(-42.7, -450.0, -108.9)
(-42.9, -450.1, -109.1)
(-43.1, -450.2, -109.2)
(-42.7, -450.0, -109.0)
